SOURCETYPE,DISIPLINE,MASTER_REF,UNIT,AREA,ISO,ITR,IDENT_CODE,GROUP,PART,TAG_NUMBER,SIZE1,SIZE2,SIZE3,SIZE4,SHORT_DESC,DESCRIPTION,QTY,UNIT,
JMMS_Source_type,DESCIPLINE,MASTER_REF,unit,area,ISODRAWINGS,TAG WO MS,,a,b,COMMODITYCODE-GCP_NOM_DIAM-RCP_NOM_DIAM,GCP_NOM_DIAM,RCP_NOM_DIAM,,,COMMODITYCODE,DESCRIPTION,TOT_QTY,QTYUOM,
ISO,P,SITE,2580301,PP5120P37,MD-512-09MA-ISO-WDW-AP11-0801-16,TAG WO MS,,PJ,EL,E45S0H0DB000-25,25,,,,E45S0H0DB000,ELBOW 45 DEG. SW CL. 3000 A182-F304L,2.0,EA,
ISO,P,SITE,2000307,PP5120P17,MD-512-09YF-ISO-PAS-AZ02-0402-01,TAG WO MS,,PJ,EL,E45T0H0A7000-25,25,,,,E45T0H0A7000,ELBOW 45 DEG. THRD CL. 3000 A105 GALV,1.0,EA,
ISO,P,SITE,2000307,PP5120P115,MD-512-7GMG-ISO-APP-AQ17-0203-04,TAG WO MS,,PJ,EL,E90BP00DD0C0-200,200,,,,E90BP00DD0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP316L,2.0,EA,
ISO,P,SITE,2000307,PP5120P14,MD-512-7GMG-ISO-APP-AQ17-0203-01,TAG WO MS,,PJ,EL,E90BP00DD0C0-200,200,,,,E90BP00DD0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP316L,2.0,EA,
ISO,P,SITE,2000307,PP5120P115,MD-512-7GMG-ISO-APP-AQ17-0203-05,TAG WO MS,,PJ,EL,E90BP00DD0C0-200,200,,,,E90BP00DD0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP316L,6.0,EA,
ISO,P,SITE,2000307,PP5120P115,MD-512-7GMG-ISO-APP-AQ17-0203-02,TAG WO MS,,PJ,EL,E90BP00DD0C0-200,200,,,,E90BP00DD0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP316L,1.0,EA,
ISO,P,SITE,2000310,PP5120P21,MD-512-09MA-ISO-RAF-AS03-0039-01,TAG WO MS,,PJ,EL,E90BQ00D60C0-80,80,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,2.0,EA,
ISO,P,SITE,2000310,PP5120P21,MD-512-09MA-ISO-RAF-AS03-0039-03,TAG WO MS,,PJ,EL,E90BQ00D60C0-80,80,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,2.0,EA,
ISO,P,SITE,2000310,PP5120P35,MD-512-09MA-ISO-RAF-AS03-0101-01,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,1.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-RAF-AS03-0101-02,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,1.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-RAF-AS03-0101-03,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,4.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-RAF-AS03-0101-05,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,4.0,EA,
ISO,P,SITE,2000310,PP5120P22,MD-512-09MA-ISO-RAF-AS03-0101-07,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,4.0,EA,
ISO,P,SITE,2000310,PP5120P22,MD-512-09MA-ISO-RAF-AS03-0101-08,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,4.0,EA,
ISO,P,SITE,2000310,PP5120P26,MD-512-09MA-ISO-RAF-AS03-0101-15,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,4.0,EA,
ISO,P,SITE,2000310,PP5120P21,MD-512-09MA-ISO-RAF-AS03-0101-19,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,4.0,EA,
ISO,P,SITE,2000310,PP5120P35,MD-512-09MA-ISO-RAF-AS03-0101-20,TAG WO MS,,PJ,EL,E90S0H0D5000-25,25,,,,E90S0H0D5000,ELBOW 90 DEG. SW CL. 3000 A182-F904L,2.0,EA,
ISO,P,SITE,2580301,PP5120P39,MD-512-09MA-ISO-WPD-AP12-0602-1A,TAG WO MS,,PJ,EL,E90S0H0DA000-25,25,,,,E90S0H0DA000,ELBOW 90 DEG. SW CL. 3000 A182-F304,2.0,EA,
ISO,P,SITE,2535301,PP5120P38,MD-512-09MA-ISO-WPD-AP12-0609-02,TAG WO MS,,PJ,EL,E90S0H0DA000-25,25,,,,E90S0H0DA000,ELBOW 90 DEG. SW CL. 3000 A182-F304,4.0,EA,
ISO,P,SITE,2580301,PP5120P37,MD-512-09MA-ISO-WPD-AP12-0605-02,TAG WO MS,,PJ,EL,E90S0H0DA000-25,25,,,,E90S0H0DA000,ELBOW 90 DEG. SW CL. 3000 A182-F304,4.0,EA,
ISO,P,SITE,2000310,PP5120P35,MD-512-09MA-ISO-WPD-AP12-0603-02,TAG WO MS,,PJ,EL,E90S0H0DA000-25,25,,,,E90S0H0DA000,ELBOW 90 DEG. SW CL. 3000 A182-F304,3.0,EA,
ISO,P,SITE,2000310,PP5120P36,MD-512-09MA-ISO-WPD-AP12-0607-03,TAG WO MS,,PJ,EL,E90S0H0DA000-25,25,,,,E90S0H0DA000,ELBOW 90 DEG. SW CL. 3000 A182-F304,2.0,EA,
ISO,P,SITE,2000310,PP5120P34,MD-512-09MA-ISO-WPD-AP12-0611-02,TAG WO MS,,PJ,EL,E90S0H0DA000-25,25,,,,E90S0H0DA000,ELBOW 90 DEG. SW CL. 3000 A182-F304,3.0,EA,
ISO,P,SITE,2000307,PP5120P11,MD-512-71H0-ISO-PAS-AZ02-1407-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P11,MD-512-71H0-ISO-PAS-AZ02-1403-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P11,MD-512-71H0-ISO-PAS-AZ02-1405-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P04,MD-512-72D0-ISO-PAS-AZ02-0709-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-PAS-AZ02-2205-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-PAS-AZ02-2204-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P17,MD-512-09YF-ISO-PAS-AZ02-0402-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,3.0,EA,
ISO,P,SITE,2000307,PP5120P03,MD-512-72D0-ISO-PAS-AZ02-0706-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P04,MD-512-72D0-ISO-PAS-AZ02-0710-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WH-ISO-PAS-AZ02-0203-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-PAS-AZ02-2203-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-PAS-AZ02-2206-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-PAS-AZ02-2202-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P04,MD-512-72D0-ISO-PAS-AZ02-0708-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-PAS-AZ02-2201-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P03,MD-512-72D0-ISO-PAS-AZ02-0703-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P03,MD-512-72D0-ISO-PAS-AZ02-0704-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WH-ISO-PAS-AZ02-0202-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WH-ISO-PAS-AZ02-0204-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P03,MD-512-72D0-ISO-PAS-AZ02-0705-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WH-ISO-PAS-AZ02-0205-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P17,MD-512-09WO-ISO-PAS-AZ02-0505-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,1.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-PAS-AZ02-2207-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000307,PP5120P04,MD-512-72D0-ISO-PAS-AZ02-0707-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2580301,PP5120P37,MD-512-09MA-ISO-PAS-AZ02-0719-03,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,6.0,EA,
ISO,P,SITE,2535301,PP5120P38,MD-512-09MA-ISO-PAS-AZ02-0915-02,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,4.0,EA,
ISO,P,SITE,2580301,PP5120P39,MD-512-09MA-ISO-PAS-AZ02-0720-04,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000310,PP5120P35,MD-512-09MA-ISO-PAS-AZ02-0721-02,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,2.0,EA,
ISO,P,SITE,2000310,PP5120P34,MD-512-09MA-ISO-PAS-AZ02-0725-02,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,3.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-PAS-AZ02-0732-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,1.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-PAS-AZ02-0733-01,TAG WO MS,,PJ,EL,E90T0H0A7000-25,25,,,,E90T0H0A7000,ELBOW 90 DEG. THRD CL. 3000 A105 GALV,1.0,EA,
ISO,P,SITE,2000307,PP5120P106,MD-512-72D0-ISO-PAS-AZ02-0702-04,TAG WO MS,,PF,FP,FLBL0AAA7000-50,50,,,,FLBL0AAA7000,FLANGE BLIND CL. 150 RF A105 GALV,1.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WH-ISO-PAS-AZ02-0201-12,TAG WO MS,,PF,FP,FLBL0AAA7000-50,50,,,,FLBL0AAA7000,FLANGE BLIND CL. 150 RF A105 GALV,1.0,EA,
ISO,P,SITE,2000307,PP5120P110,MD-512-71K0-ISO-PAS-AZ02-0101-02,TAG WO MS,,PF,FP,FLBL0AAA7000-50,50,,,,FLBL0AAA7000,FLANGE BLIND CL. 150 RF A105 GALV,1.0,EA,
ISO,P,SITE,2000307,PP5120P105,MD-512-72D0-ISO-PAS-AZ02-0701-04,TAG WO MS,,PF,FP,FLBL0AAA7000-50,50,,,,FLBL0AAA7000,FLANGE BLIND CL. 150 RF A105 GALV,1.0,EA,
ISO,P,SITE,2000307,PP5120P115,MD-512-72U0-ISO-PAS-AZ02-0301-09,TAG WO MS,,PF,FP,FLBL0AAA7000-50,50,,,,FLBL0AAA7000,FLANGE BLIND CL. 150 RF A105 GALV,1.0,EA,
ISO,P,SITE,2000310,PP5120P35,MD-512-09MA-ISO-PAS-AZ02-0721-01,TAG WO MS,,PF,FP,FLBL0AAA7000-150,150,,,,FLBL0AAA7000,FLANGE BLIND CL. 150 RF A105 GALV,1.0,EA,
ISO,P,SITE,2000310,PP5120P34,MD-512-09MA-ISO-PAS-AZ02-0725-01,TAG WO MS,,PF,FP,FLBL0AAA7000-100,100,,,,FLBL0AAA7000,FLANGE BLIND CL. 150 RF A105 GALV,1.0,EA,
ISO,P,SITE,2000310,PP5120P35,MD-512-09MA-ISO-RAF-AS03-0101-01,TAG WO MS,,PF,FP,FLBL0AAD5000-100,100,,,,FLBL0AAD5000,FLANGE BLIND CL. 150 RF A182-F904L,1.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-IAS-AP10-2209-02,TAG WO MS,,PF,FP,FLBL0AADB000-25,25,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P17,MD-512-09WO-ISO-IAS-AP10-0501-04,TAG WO MS,,PF,FP,FLBL0AADB000-25,25,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P17,MD-512-09YF-ISO-IAS-AP10-0406-02,TAG WO MS,,PF,FP,FLBL0AADB000-25,25,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P17,MD-512-09WO-ISO-IAS-AP10-0503-01,TAG WO MS,,PF,FP,FLBL0AADB000-25,25,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-IAS-AP10-2213-01,TAG WO MS,,PF,FP,FLBL0AADB000-25,25,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P108,MD-512-72V0-ISO-IAS-AP10-1001-05,TAG WO MS,,PF,FP,FLBL0AADB000-50,50,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P109,MD-512-72V0-ISO-IAS-AP10-1002-05,TAG WO MS,,PF,FP,FLBL0AADB000-50,50,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P115,MD-512-72U0-ISO-IAS-AP10-0311-09,TAG WO MS,,PF,FP,FLBL0AADB000-50,50,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2580301,PP5120P39,MD-512-09MA-ISO-WDW-AP11-0308-06,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2580301,PP5120P37,MD-512-09MA-ISO-WDW-AP11-0306-09,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2580301,PP5120P37,MD-512-09MA-ISO-WDW-AP11-0801-15,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P105,MD-512-72D0-ISO-IAS-AP10-0801-04,TAG WO MS,,PF,FP,FLBL0AADB000-50,50,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P110,MD-512-71K0-ISO-IAS-AP10-0102-02,TAG WO MS,,PF,FP,FLBL0AADB000-50,50,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P106,MD-512-72D0-ISO-IAS-AP10-0802-04,TAG WO MS,,PF,FP,FLBL0AADB000-50,50,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000307,PP5120P15,MD-512-09WM-ISO-IAS-AP10-2208-10,TAG WO MS,,PF,FP,FLBL0AADB000-50,50,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-WDW-AP11-0306-03,TAG WO MS,,PF,FP,FLBL0AADB000-40,40,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-WDW-AP11-0306-03,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P22,MD-512-09MA-ISO-WDW-AP11-0306-04,TAG WO MS,,PF,FP,FLBL0AADB000-40,40,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P22,MD-512-09MA-ISO-WDW-AP11-0306-05,TAG WO MS,,PF,FP,FLBL0AADB000-40,40,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P22,MD-512-09MA-ISO-WDW-AP11-0306-05,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-WDW-AP11-0308-02,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-WDW-AP11-0308-02,TAG WO MS,,PF,FP,FLBL0AADB000-40,40,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-WDW-AP11-0312-03,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-WDW-AP11-0312-04,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-WDW-AP11-0312-06,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-WDW-AP11-0312-07,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P26,MD-512-09MA-ISO-WDW-AP11-0312-09,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,2.0,EA,
ISO,P,SITE,2000310,PP5120P21,MD-512-09MA-ISO-WDW-AP11-0312-11,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P35,MD-512-09MA-ISO-IAS-AP10-0707-01,TAG WO MS,,PF,FP,FLBL0AADB000-100,100,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P34,MD-512-09MA-ISO-IAS-AP10-0711-01,TAG WO MS,,PF,FP,FLBL0AADB000-80,80,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-WDW-AP11-0801-08,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-WDW-AP11-0801-08,TAG WO MS,,PF,FP,FLBL0AADB000-25,25,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P22,MD-512-09MA-ISO-WDW-AP11-0801-10,TAG WO MS,,PF,FP,FLBL0AADB000-25,25,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
ISO,P,SITE,2000310,PP5120P35,MD-512-09MA-ISO-WDW-AP11-0802-01,TAG WO MS,,PF,FP,FLBL0AADB000-20,20,,,,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1.0,EA,
