PROJECT,DESCIPLINE,MASTER_REF,SOURCE_TYPE,UNIT_NO,AREA,ISODRAWINGS,PIPINGCLASS,TOT_QTY,QTY_UOM,COMMODITYCODE,COMPLETE_FLAG,ISO_REV,DRAWING_TYPE,REVISION_DATE,GCP_NOM_DIAM,SIZE1_UOM,RCP_NOM_DIAM,SIZE2_UOM,SPEC_OVERRIDE,WORKSITE,DESCRIPTION
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,15,EA,FLBL0AAD3000,1,C01,D,5/7/2015,20,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,FLBL0AAD3000,1,C01,D,5/7/2015,150,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,FLBL0AAD5000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F904L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,26,EA,FLBL0AADA000,1,C01,D,5/7/2015,20,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,25,EA,FLBL0AADA000,1,C01,D,5/7/2015,25,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,11,EA,FLBL0AADA000,1,C01,D,5/7/2015,80,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,18,EA,FLBL0AADB000,1,C01,D,5/7/2015,20,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,8,EA,FLBL0AADB000,1,C01,D,5/7/2015,25,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,5,EA,FLBL0AADB000,1,C01,D,5/7/2015,40,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,17,EA,FLBL0AADB000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,FLBL0AADB000,1,C01,D,5/7/2015,80,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,4,EA,FLBL0AADB000,1,C01,D,5/7/2015,100,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,FLBL0AADB000,1,C01,D,5/7/2015,150,MM,,,0,,FLANGE BLIND CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,EA,FLBL0ACDC000,1,C01,D,5/7/2015,25,MM,,,0,,FLANGE BLIND CL. 150 FF A182-F316
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,FLBL0ACDC000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE BLIND CL. 150 FF A182-F316
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,26,EA,FLSW0AADA000,1,C01,D,5/7/2015,20,MM,,,0,,FLANGE SW CL. 150 RF A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,27,EA,FLSW0AADA000,1,C01,D,5/7/2015,25,MM,,,0,,FLANGE SW CL. 150 RF A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,37,EA,FLSW0AADA000,1,C01,D,5/7/2015,40,MM,,,0,,FLANGE SW CL. 150 RF A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,23,EA,FLSW0AADB000,1,C01,D,5/7/2015,20,MM,,,0,,FLANGE SW CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,8,EA,FLSW0AADB000,1,C01,D,5/7/2015,25,MM,,,0,,FLANGE SW CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,5,EA,FLSW0AADB000,1,C01,D,5/7/2015,40,MM,,,0,,FLANGE SW CL. 150 RF A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,8,EA,FLSW0AADD000,1,C01,D,5/7/2015,25,MM,,,0,,FLANGE SW CL. 150 RF A182-F316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,19,EA,FLWNA2ADB000,1,C01,D,5/7/2015,700,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.10 A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,29,EA,FLWNPAADA000,1,C01,D,5/7/2015,80,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,10,EA,FLWNPAADA000,1,C01,D,5/7/2015,100,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,42,EA,FLWNPAADA000,1,C01,D,5/7/2015,150,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,204,EA,FLWNPAADB000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,32,EA,FLWNPAADB000,1,C01,D,5/7/2015,100,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,EA,FLWNPAADB000,1,C01,D,5/7/2015,250,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,3,EA,FLWNPAADB000,1,C01,D,5/7/2015,350,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,31,EA,FLWNPAADB000,1,C01,D,5/7/2015,400,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,10,EA,FLWNPAADD000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,4,EA,FLWNPBADB000,1,C01,D,5/7/2015,200,MM,,,0,,FLANGE WELDING NECK CL. 300 RF SCH.10S A182-F304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,15,EA,FLWNQAAD3000,1,C01,D,5/7/2015,20,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.40S A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,69,EA,FLWNQAAD3000,1,C01,D,5/7/2015,25,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.40S A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,19,EA,FLWNQAAD3000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.40S A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,4,EA,FLWNQAAD3000,1,C01,D,5/7/2015,80,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.40S A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,11,EA,FLWNQAAD3000,1,C01,D,5/7/2015,150,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.40S A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,8,EA,FLWNQAAD3000,1,C01,D,5/7/2015,200,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.40S A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,8,EA,FLWNQAAD3000,1,C01,D,5/7/2015,500,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.40S A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,5,EA,FLWNQAAD5000,1,C01,D,5/7/2015,100,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.40S A182-F904L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,FLWNRAAD5000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.80S A182-F904L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,30,M,PIPEA00E30C0,1,C01,D,5/7/2015,700,MM,,,0,,PIPE WLD SCH.10 A358-TP304L CL.2
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,7704,M,PIPEP00DA0C0,1,C01,D,5/7/2015,80,MM,,,0,,PIPE WLD SCH.10S A312-TP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1686,M,PIPEP00DA0C0,1,C01,D,5/7/2015,150,MM,,,0,,PIPE WLD SCH.10S A312-TP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2166,M,PIPEP00DB0C0,1,C01,D,5/7/2015,50,MM,,,0,,PIPE WLD SCH.10S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,870,M,PIPEP00DB0C0,1,C01,D,5/7/2015,80,MM,,,0,,PIPE WLD SCH.10S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,282,M,PIPEP00DB0C0,1,C01,D,5/7/2015,100,MM,,,0,,PIPE WLD SCH.10S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,42,M,PIPEP00DB0C0,1,C01,D,5/7/2015,250,MM,,,0,,PIPE WLD SCH.10S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,204,M,PIPEP00DB0C0,1,C01,D,5/7/2015,300,MM,,,0,,PIPE WLD SCH.10S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,12,M,PIPEP00DB0C0,1,C01,D,5/7/2015,350,MM,,,0,,PIPE WLD SCH.10S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,258,M,PIPEP00DB0C0,1,C01,D,5/7/2015,400,MM,,,0,,PIPE WLD SCH.10S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,M,PIPEP00DB0C0,1,C01,D,5/7/2015,600,MM,,,0,,PIPE WLD SCH.10S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,714,M,PIPEP00DD0C0,1,C01,D,5/7/2015,50,MM,,,0,,PIPE WLD SCH.10S A312-TP316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,M,PIPEP00DD0C0,1,C01,D,5/7/2015,80,MM,,,0,,PIPE WLD SCH.10S A312-TP316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,12,M,PIPEP00DD0C0,1,C01,D,5/7/2015,100,MM,,,0,,PIPE WLD SCH.10S A312-TP316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,24,M,PIPEP00DD0C0,1,C01,D,5/7/2015,200,MM,,,0,,PIPE WLD SCH.10S A312-TP316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,M,PIPEP00DD0C0,1,C01,D,5/7/2015,250,MM,,,0,,PIPE WLD SCH.10S A312-TP316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,M,PIPEQ00D10B0,1,C01,D,5/7/2015,20,MM,,,0,,PIPE SMLS SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,348,M,PIPEQ00D10B0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE SMLS SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,468,M,PIPEQ00D10B0,1,C01,D,5/7/2015,50,MM,,,0,,PIPE SMLS SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,12,M,PIPEQ00D10B0,1,C01,D,5/7/2015,80,MM,,,0,,PIPE SMLS SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,78,M,PIPEQ00D10B0,1,C01,D,5/7/2015,150,MM,,,0,,PIPE SMLS SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,78,M,PIPEQ00D10B0,1,C01,D,5/7/2015,200,MM,,,0,,PIPE SMLS SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,M,PIPEQ00D10B0,1,C01,D,5/7/2015,250,MM,,,0,,PIPE SMLS SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,126,M,PIPEQ00D10B0,1,C01,D,5/7/2015,500,MM,,,0,,PIPE SMLS SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,372,M,PIPEQ00D40C0,1,C01,D,5/7/2015,100,MM,,,0,,PIPE WLD SCH.40S A312 UNS N08904
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,66,M,PIPEQ00DA0B0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE SMLS SCH.40S A312-TP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,444,M,PIPEQ00DA0B0,1,C01,D,5/7/2015,40,MM,,,0,,PIPE SMLS SCH.40S A312-TP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,M,PIPEQ00DB0B0,1,C01,D,5/7/2015,20,MM,,,0,,PIPE SMLS SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,30,M,PIPEQ00DB0B0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE SMLS SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,36,M,PIPEQ00DB0B0,1,C01,D,5/7/2015,40,MM,,,0,,PIPE SMLS SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,24,M,PIPEQ00DB0C0,1,C01,D,5/7/2015,15,MM,,,0,,PIPE WLD SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,M,PIPEQ00DB0C0,1,C01,D,5/7/2015,20,MM,,,0,,PIPE WLD SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,486,M,PIPEQ00DB0C0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE WLD SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,M,PIPEQ00DD0C0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE WLD SCH.40S A312-TP316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,18,M,PIPER00D40B0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE SMLS SCH.80S A312 UNS N08904
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,24,M,PIPER00D40B0,1,C01,D,5/7/2015,40,MM,,,0,,PIPE SMLS SCH.80S A312 UNS N08904
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,10,EA,PLHT000DA000,1,C01,D,5/7/2015,15,MM,,,0,,PLUG HEX. HEAD THRD A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,23,EA,PLHT000DA000,1,C01,D,5/7/2015,25,MM,,,0,,PLUG HEX. HEAD THRD A182-F304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,PLHT0K0D5000,1,C01,D,5/7/2015,20,MM,,,0,,PLUG HEX. HEAD THRD CL. 6000 A182-F904L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,PNBBQ00D10S0,1,C01,D,5/7/2015,20,MM,,,0,,PIPE NIPPLE BBE L = 75 MM SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,9,EA,PNPPQ00DA050,1,C01,D,5/7/2015,20,MM,,,0,,PIPE NIPPLE PBE L = 175 MM SCH.40S A312-TP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,26,EA,PNPPQ00DA050,1,C01,D,5/7/2015,25,MM,,,0,,PIPE NIPPLE PBE L = 175 MM SCH.40S A312-TP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,17,EA,PNPPQ00DA0S0,1,C01,D,5/7/2015,20,MM,,,0,,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,27,EA,PNPPQ00DA0S0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,9,EA,PNPPQ00DB050,1,C01,D,5/7/2015,20,MM,,,0,,PIPE NIPPLE PBE L = 175 MM SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,PNPPQ00DB050,1,C01,D,5/7/2015,40,MM,,,0,,PIPE NIPPLE PBE L = 175 MM SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,7,EA,PNPPQ00DB0S0,1,C01,D,5/7/2015,20,MM,,,0,,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,PNPPQ00DB0S0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,PNPPQ00DB0S0,1,C01,D,5/7/2015,40,MM,,,0,,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,84,EA,PNPTR00DB050,1,C01,D,5/7/2015,15,MM,,,0,,PIPE NIPPLE POE / TOE L = 175 MM SCH.80S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,328,EA,PNPTR00DB0S0,1,C01,D,5/7/2015,15,MM,,,0,,PIPE NIPPLE POE / TOE L = 75 MM SCH.80S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,6,EA,PNPTR00DB0S0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE NIPPLE POE / TOE L = 75 MM SCH.80S A312-TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,RECBPP0DA0C0,1,C01,D,5/7/2015,150,MM,100,MM,0,,REDUCER CONC. BW WLD SCH.10S X SCH.10S A403-WP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,RECBPP0DB0C0,1,C01,D,5/7/2015,400,MM,350,MM,0,,REDUCER CONC. BW WLD SCH.10S X SCH.10S A403-WP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,RECBQR0D60C0,1,C01,D,5/7/2015,100,MM,50,MM,0,,REDUCER CONC. BW WLD SCH.40S X SCH.80S A403-WP904L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,3,EA,REEBAP0DB0C0,1,C01,D,5/7/2015,700,MM,600,MM,0,,REDUCER ECC. BW WLD SCH.10 X SCH.10S A403-WP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,REEBPP0DA0C0,1,C01,D,5/7/2015,100,MM,80,MM,0,,REDUCER ECC. BW WLD SCH.10S X SCH.10S A403-WP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,REEBPP0DA0C0,1,C01,D,5/7/2015,150,MM,80,MM,0,,REDUCER ECC. BW WLD SCH.10S X SCH.10S A403-WP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,5,EA,REEBPP0DA0C0,1,C01,D,5/7/2015,150,MM,100,MM,0,,REDUCER ECC. BW WLD SCH.10S X SCH.10S A403-WP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,REEBPP0DB0C0,1,C01,D,5/7/2015,80,MM,50,MM,0,,REDUCER ECC. BW WLD SCH.10S X SCH.10S A403-WP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,REEBPP0DB0C0,1,C01,D,5/7/2015,300,MM,250,MM,0,,REDUCER ECC. BW WLD SCH.10S X SCH.10S A403-WP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,REEBPP0DB0C0,1,C01,D,5/7/2015,350,MM,300,MM,0,,REDUCER ECC. BW WLD SCH.10S X SCH.10S A403-WP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,3,EA,REEBPP0DB0C0,1,C01,D,5/7/2015,600,MM,400,MM,0,,REDUCER ECC. BW WLD SCH.10S X SCH.10S A403-WP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,2,EA,REEBQQ0D60C0,1,C01,D,5/7/2015,100,MM,80,MM,0,,REDUCER ECC. BW WLD SCH.40S X SCH.40S A403-WP904L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,REEBQR0D60C0,1,C01,D,5/7/2015,80,MM,50,MM,0,,REDUCER ECC. BW WLD SCH.40S X SCH.80S A403-WP904L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,RPADPP0DD0C0,1,C01,D,5/7/2015,300,MM,150,MM,0,,REINFORCED PAD WLD SCH.10S X SCH.10S A312-TP316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,RPADPP0DD0C0,1,C01,D,5/7/2015,400,MM,200,MM,0,,REINFORCED PAD WLD SCH.10S X SCH.10S A312-TP316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,7,EA,RPADQQ0D10B0,1,C01,D,5/7/2015,200,MM,150,MM,0,,REINFORCED PAD SMLS SCH.40S X SCH.40S A312-TP316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,47,EA,SCBPPQ0DA0B0,1,C01,D,5/7/2015,50,MM,40,MM,0,,SWAGE NIPPLE CONC. BLE / PSE SMLS SCH.10S X SCH.40S A403-WP304
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,25,EA,SCBPPQ0DB0B0,1,C01,D,5/7/2015,50,MM,25,MM,0,,SWAGE NIPPLE CONC. BLE / PSE SMLS SCH.10S X SCH.40S A403-WP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,41,EA,SCPPQQ0E10B0,1,C01,D,5/7/2015,25,MM,15,MM,0,,SWAGE NIPPLE CONC. PBE SMLS SCH.40S X SCH.40S A312 TP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,3,EA,SEBPPQ0DB0B0,1,C01,D,5/7/2015,50,MM,15,MM,0,,SWAGE NIPPLE ECC. BLE / PSE SMLS SCH.10S X SCH.40S A403-WP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,SEPPQQ0DB000,1,C01,D,5/7/2015,25,MM,20,MM,0,,SWAGE NIPPLE ECC. PBE SCH.40S X SCH.40S A403-WP304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,3,EA,SPAC0AADB000,1,C01,D,5/7/2015,400,MM,,,0,,SPACER RING CL. 150 RF A240-304L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,1,EA,SPBL0AAD3000,1,C01,D,5/7/2015,50,MM,,,0,,SPECTACLE BLIND CL. 150 RF A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,8,EA,SPBL0AAD3000,1,C01,D,5/7/2015,150,MM,,,0,,SPECTACLE BLIND CL. 150 RF A182-F316/316L
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21100,KB064-L21101,VARIOUS,15,EA,SPBL0AAD3000,1,C01,D,5/7/2015,200,MM,,,0,,SPECTACLE BLIND CL. 150 RF A182-F316/316L
